actor,date,director,id,language,rate,rating_num,region,runtime,title,type,year
"乔伊·金,乔尔·考特尼,莫尔纳·维瑟,莫利·林沃德,Nathan Lynn,Meganne Young,Jacob Elordi,Frances Sholto-Douglas,Byron Langley,Robbie Tucker,Jessica Sutton,D. David Morin",2018-05-11(美国),文斯·马塞洛,26969244,英语,6.6,5537,英国,105分钟,亲吻亭 The Kissing Booth,"喜剧,爱情",2018
"塞巴斯蒂安·斯坦,泰莎·法米加,亚历珊德拉·达达里奥,克里斯平·格洛弗,斯蒂芬·霍根,葆拉·马尔科姆森,彼特·奥梅拉,Patrick Joseph Byrnes,Una Carroll,Peter Coonan,Joanne Crawford,Bosco Hogan,Anna Nugent,Liz O'Sullivan","2018-09-22(洛杉矶电影节),2019-05-17(美国)",史黛西·帕松,26853028,英语,5.5,728,美国,90分钟,我们一直住在城堡里 We Have Always Lived in the Castle,"剧情,悬疑,惊悚",2018
"罗伯特·帕丁森,朱丽叶·比诺什,安德雷·本杰明,米娅·高斯,阿加塔·布泽克,拉斯·艾丁格,克莱尔·陈,伊万·米切尔,格洛里亚·奥比安约,杰西·罗斯,维克多·班纳杰","2018-09-09(多伦多电影节),2019-04-12(美国)",克莱尔·德尼,26553290,英语,6.2,2328,德国 / 法国 / 英国 / 波兰 / 美国,113分钟,太空生活 High Life,"剧情,科幻",2018
"木梨宪武,佐藤健,本乡奏多,二阶堂富美,三吉彩花,福崎那由他,滨田麻里,齐藤由贵,伊势谷友介",2018-04-20(日本),佐藤信介,26936272,日语,6.6,6349,日本,127分钟,犬屋敷 真人版 いぬやしき,"动作,科幻",2018
"陈伟霆,林允,胡军,倪大红,李光洁,赵立新,张歆艺,巴森,涂们,巴音,咏梅",2018-04-28(中国大陆),哈斯朝鲁,25881611,汉语普通话,3.5,12524,中国大陆,119分钟,战神纪,"奇幻,冒险",2018
"哈维尔·古铁雷斯,雅典娜·玛塔,胡安·马加略,路易莎·加瓦萨,路易斯·贝尔梅霍,丹尼尔弗莱雷,胡利奥·费尔南德斯,维森特·希尔,伊西娅尔·卡斯特罗,查尼·马丁,哈维尔·费舍尔","2019-03-22(中国大陆),2018-04-03(西班牙)",哈维尔·费舍尔,30205168,西班牙语,7.3,2323,西班牙,124分钟,篮球冠军 Campeones,"剧情,喜剧,运动",2018
"有村架纯,伊藤健太郎,波瑠,林遣都,深水元基,松本若菜,药师丸博子,吉田羊,松重丰,石田百合子",2018-09-21(日本),冢原亚由子,30164711,日语,7.2,3727,日本,116分钟,咖啡未冷前 コーヒーが冷めないうちに,"剧情,爱情,奇幻",2018
"Ashley Andrews,Sophie Apollonia,Zoe Arshamian,罗伯特·弗莱查尔德,Leanne Cope",2018-05-16(英国),"Christopher Wheeldon,Ross MacGibbon",30269402,英语,8.4,568,英国,160分钟,一个美国人在巴黎 An American in Paris: The Musical,歌舞,2018
"艾萨·亚森,凯丽比努尔·热合米图力,艾力乃孜·热合米图力,穆萨·亚森,亚森·卡斯木,乌古来木·苏吾尔,塔杰古丽·海麦尔,热合米图力·克然木,克然木·喀斯木",2018-10-29(东京电影节),王丽娜,30337172,维吾尔语,7.7,298,中国大陆,90分钟,第一次的离别,儿童,2018
"詹姆斯·阿诺德·泰勒,德怀特·舒尔茨,特罗伊·贝克,诺兰·诺斯,格蕾·德丽斯勒,卡里·佩顿,艾瑞克·鲍扎,汤姆·肯尼,菲尔·拉马,凯文·迈克尔·理查德森,凯特·米库奇,瓦内萨·马歇尔,迪·布拉雷·贝克尔,杰森·斯皮萨克,奥德丽·瓦西莱夫斯基",2018-02-13(美国),伊桑·斯波尔丁,27609141,英语,7.5,2693,美国,78分钟,乐高DC超级英雄：闪电侠 Lego DC Comics Super Heroes: The Flash,"动作,科幻,动画",2018
"约什·汉密尔顿,阿莉雅·肖卡特,理查德·林克莱特,山姆·洛克威尔,迪迪·柯斯汀,Charlie Sexton","2018-01-21(圣丹斯电影节),2018-08-17(美国)",伊桑·霍克,26959518,英语,6.5,222,美国,127分钟,留住心醉一首歌 Blaze,"剧情,音乐,传记",2018
"斯科特·阿金斯,雷·史蒂文森,阿什丽·格林尼,大卫·佩默,迈克尔·加·怀特,雷·帕克,艾米·约翰斯顿,派瑞·本森,尼克·莫兰,罗斯·奥亨尼西,蒂姆·曼","2018-02-05(德国),2018-04-16(英国)",杰西·约翰逊,26915029,英语,6.4,3275,英国,105分钟,意外杀手 Accident Man,"动作,惊悚,犯罪",2018
"尼古拉斯·凯奇,克里斯汀·贝尔,威尔·阿奈特,塔拉·斯特朗,詹姆斯·柯登,卡里·佩顿,格雷格·西佩斯,斯坦·李,哈尔希,吉米·坎摩尔,斯科特·门维尔,海登·瓦尔希,达纳·斯耐德,Lil Yachty",2018-07-27(美国),"亚伦·霍瓦斯,皮得·里达·米切尔",27165968,英语,8.1,3580,美国,84分钟,少年泰坦出击电影版 Teen Titans Go! To the Movies,"喜剧,动作,动画",2018
"郑人硕,徐若瑄,吴至璿,张书伟,龙劭华,高慧君,陈少卉 ,辛佳颖","2018-11-12(金马影展),2018-11-23(台湾)",庄绚维,27621494,汉语普通话,5.6,1832,台湾,114分钟,人面鱼：红衣小女孩外传 人面魚：紅衣小女孩外傳,恐怖,2018
"周浩东,牛宝军,李宜儒,于心妍",2018-09-19(中国大陆),王启蘅,30327877,汉语普通话,4.5,668,中国大陆,,特别追踪,犯罪,2018
"Jacopo CULLIN,Stefano FRESI,弗朗西斯科·潘诺菲诺,Benito URGU",,保罗·祖卡,30319484,意大利语 / 英语,8.3,173,意大利 / 阿尔巴尼亚 / 阿根廷,103分钟,买月亮的人 The Man Who Bought the Moon,剧情,2018
"史蒂夫·库根,约翰·C·赖利,雪莉·亨德森,妮娜·阿里安达,丹尼·赫斯顿,斯蒂芬妮·海姆,萨西·凯恩,鲁弗斯·琼斯,宾利·卡鲁,桑吉弗·科赫利,丹尼尔·弗恩,迈克尔·海登,尼克·欧文福特,哈里·赫普,加里·基利,莱蕾·迪克斯,丽贝卡·埃莉斯·兰姆,西蒙·阿格","2018-10-21(伦敦电影节),2019-01-11(英国)",乔·拜尔德,26711223,英语,7.3,1591,英国 / 美国 / 加拿大,97分钟,斯坦和奥利 Stan & Ollie,"剧情,喜剧,传记",2018
"夏于乔,邹承恩,陈博正",2018-08-31(台湾),廖士涵,30209020,汉语普通话,5.3,1599,台湾,106分钟,粽邪,"剧情,惊悚,恐怖",2018
"米歇尔·邦纳德,詹姆斯·伊莱斯,萨姆·吉斯,安德鲁·杰弗森-蒂尔尼,艾拉·史密斯,托尼·威","2018-08-05(洛迦诺电影节),2019-03-08(英国)",理查德·比灵甘,30271178,英语,7.0,150,英国,108分钟,雷和莉兹 Ray & Liz,剧情,2018
"于越,森中人,冷泉夜月",2018-04-26(中国大陆),小野败仔,30206517,汉语普通话,7.9,2095,中国大陆,13分钟,切尔诺贝利之春 Un printemps à Tchernobyl,"剧情,动画,历史,灾难",2018
"柯焱曦,熊婧文,秦海",2018-03-07(中国大陆),禹岚馨,30159456,汉语普通话,6.7,4342,中国大陆,102分钟,再见十八班,剧情,2018
"聂远,葛天,杜奕衡,初俊辰,栾元晖,余薇薇,卢卓,程爽,陈震,戚蓝尹,郭家诺,常诚",2018-10-31(中国大陆),温河,26715845,汉语普通话,5.4,2987,中国大陆,97分钟,黑暗迷宫,"悬疑,犯罪",2018
"雅各布·德威格,巴里·阿茨玛,福克琳·欧沃凯尔克,皮埃尔·波克玛,雷蒙德·提哈瑞,马德奥·范·德·格里恩,雅普·斯派克斯",2018-03-08(荷兰),约兰·吕尔森,30138039,荷兰语,7.3,710,荷兰,123分钟,银行家的抵抗 Bankier van het Verzet,"剧情,战争",2018
"王识贤,高捷,郑人硕,邹兆龙,唐振刚,黄尚禾,张再兴,吴震亚,黄腾浩,狄莺,曾珮瑜,李依瑾,许维恩",2018-02-15(台湾),颜正国,26994321,汉语普通话 / 闽南语,6.5,4404,台湾,127分钟,角头2：王者再起 角頭2：王者再起,"剧情,动作,犯罪",2018
"约瑟夫·梅,泰莉莎·加拉赫,凯瑞·莎勒,大卫·麦金,金宝·张,约翰·哈斯勒,彼得·安德烈,蒂娜·德赛,露西·蒙格马利","2019-05-31(中国大陆),2018-07-20(英国)",大卫·斯特登,30236340,英语,7.1,1195,英国,85分钟,托马斯大电影之世界探险记 Thomas & Friends: Big World! Big Adventures! The Movie,"动画,儿童",2018
"莉莉·詹姆斯,米契尔·哈思曼,格伦·鲍威尔,马修·古迪,杰西卡·布朗·芬德利,汤姆·康特奈,佩内洛普·威尔顿",2018-04-20(英国),迈克·内威尔,3212397,英语,7.2,4786,英国 / 美国,124分钟,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,"剧情,爱情,历史",2018
"李在均,金佳熙",2018-07-19(韩国),李焕,27140029,韩语,6.3,110,韩国,112分钟,朴花英 박화영,剧情,2017
"黄尚禾,钟家骏,李凤英,張靈",2018-06-15(台湾),崔永徽​​,26845720,汉语普通话,7.1,271,台湾,96分钟,只有大海知道,"剧情,歌舞,家庭,儿童",2018
"勒凯斯·斯坦菲尔德,泰莎·汤普森,杰梅因·福勒,欧玛瑞·哈德威克,泰瑞·克鲁斯,凯特·贝兰特,迈克尔·X·萨默斯,丹尼·格洛弗,史蒂文·元,艾米·汉莫,罗伯特·朗斯特里特,大卫·克罗斯,帕顿·奥斯瓦尔特,莉莉·詹姆斯,福里斯特·惠特克,罗莎里奥·道森,大卫·芬恩,陈庭妮","2018-01-20(圣丹斯电影节),2018-07-13(美国)",布茨·赖利,27071217,英语,7.0,5963,美国,111分钟,抱歉打扰 Sorry to Bother You,"喜剧,奇幻",2018
,2018-10-20(美国),Salvador Simó,27666478,西班牙语 / 法语,7.8,184,西班牙 / 法国,80分钟,布努埃尔之神龟迷宫 Buñuel en el laberinto de las tortugas,"动画,冒险",2018
"伊藤节生,樱井孝宏,大塚明夫,入野自由",2018-03-18(日本),立川让,27186354,日语,8.7,3104,日本,60分钟,灵能百分百 REIGEN モブサイコ100 REIGEN ～知られざる奇跡の霊能力者～,"动画,奇幻",2018
"西尔莎·罗南,玛格特·罗比,杰克·劳登,乔·阿尔文,大卫·田纳特,盖·皮尔斯,嘉玛·陈,布兰登·柯伊尔,马丁·康普斯顿,伊斯梅尔·克鲁斯·科尔多瓦,爱琳·奥伊金斯,玛丽亚·德拉格斯,伊恩·哈拉德,詹姆斯·麦卡德尔,艾德里安·莱斯特","2018-12-07(美国),2019-01-18(英国)",乔西·洛克,11639146,英语,6.1,3058,英国,124分钟,玛丽女王 Mary Queen of Scots,"剧情,传记,历史",2018
"提拉德·翁坡帕,Ratnamon Ratchiratham",2018-09-27(泰国),Ping Lumpraploeng,30267317,泰语,4.7,753,泰国,91分钟,鳄口逃生 The Pool นรก 6 เมตร,"动作,惊悚",2018
"米基·马诺伊洛维奇,帕斯·贝加,丘尔潘·哈马托娃,德尼·拉旺,玛雅·摩根斯特恩",2018-10-31(东京电影节),法伊特·赫尔默,30270306,无对白,7.6,521,德国 / 阿塞拜疆,90分钟,文胸奇缘 The Bra,喜剧,2018
"迈克尔·佩纳,丽兹·卡潘,伊瑟尔·布罗萨德,麦克·柯尔特,艾玛·布斯,莱斯·施拉普内尔,埃丽卡·特伦布莱,莉莉·阿斯佩尔,汤姆·莱利,伊万娜·基夫科维奇,阿梅利亚·克劳奇,桑德拉·特蕾丝,尼古拉·肯特",2018-07-27(美国),本·扬,26871938,英语,5.8,4546,美国,95分钟,灭绝 Extinction,"科幻,惊悚",2018
"金明民,金仁权,李惠利,崔宇植,朴圣雄,朴熙顺,李璟荣,李度京,李圭福,李受美,金重熙,韩素英,金刚日 ,洪智允",2018-09-12(韩国),许宗昊,27055372,韩语,5.3,1997,韩国,105分钟,物怪 물괴,"动作,奇幻",2018
"梅尔·吉布森,詹妮弗·卡朋特,文斯·沃恩,劳瑞·侯登,唐·约翰逊,迈克尔·加·怀特,托马斯·克莱舒曼,乌多·基尔,安德鲁·邓巴,托利·基特尔斯,弗雷德·迈拉麦德,特雷佐·马霍洛,迈尔斯·特鲁伊特,詹·格里芬,王卡帝,克莱尔·菲利保,维罗妮卡·伦敦,大卫·昆兰,保罗·罗吉克","2018-09-03(威尼斯电影节),2019-03-22(美国)",S·克雷格·扎勒,26966758,英语,6.7,2471,加拿大 / 美国,159分钟,逃出水泥地 Dragged Across Concrete,"剧情,动作,惊悚,犯罪",2018
"奶瓶,康潇诺,高婷婷,陈一榕,魏子涵,亓小飞","2018-02-02(中国大陆),2018-05-28(中国大陆区域重映)",彭力,27621546,汉语普通话,6.5,601,中国大陆,91分钟,小狗奶瓶,"家庭,儿童",2018
"安东尼奥·德·拉·托雷,莫妮卡·洛佩斯,巴巴拉·莱涅,纳乔·弗雷斯内达,阿娜·瓦格纳,路易斯·扎赫拉,弗朗西斯科·雷耶斯,玛丽亚·德·纳蒂,豪尔赫·苏克特,乔瑟普·马利亚·波乌,David Lorente,Andrés Lima","2018-09-07(多伦多电影节),2018-09-28(西班牙)",罗德里戈·索罗戈延,30192442,西班牙语,6.2,449,西班牙 / 法国,122分钟,王国 El reino,"剧情,惊悚",2018
"布鲁斯·格林伍德,詹妮弗·卡朋特,克里斯·考克斯,约翰·迪·玛吉欧,大卫·福塞思,格蕾·德丽斯勒,安东尼·海德,鲍勃·乔尔斯,尤里·洛文塔尔,林肯·梅尔彻,斯科特·帕特森,威廉·赛莱耶,塔拉·斯特朗,布鲁斯·提姆,卡瑞·伍尔","2018-01-12(华盛顿首映),2018-02-06(美国)",刘山姆,27090813,英语,6.8,3856,美国,78分钟,蝙蝠侠：煤气灯下的哥谭 Batman: Gotham by Gaslight,"动作,科幻,动画,悬疑,犯罪",2018
"荣仓奈奈,安田显,大谷亮平,野野澄花,浅野和之,品川彻,萤雪次朗",2018-06-08(日本),李斗士男,27054613,日语,6.7,6774,日本,115分钟,每天回家都会看到老婆在装死 家に帰ると妻が必ず死んだふりをしています。,喜剧,2018
"塞西尔·德·弗朗斯,埃德瓦·贝耶,爱丽丝·伊萨,娜塔莉亚·多切瓦,劳尔·卡拉米,让-米歇尔·拉米","2018-09-07(多伦多电影节),2018-09-12(法国)",埃马纽埃尔·穆雷,27596261,法语,7.1,334,法国,109分钟,容基耶尔女士 Mademoiselle de Joncquières,"剧情,爱情",2018
"役所广司,松坂桃李,真木阳子,泷藤贤一,田口智朗,石桥莲司,江口洋介,竹野内丰,阿部纯子,泷正则,中村伦也,中村狮童",2018-05-12(日本),白石和弥,26992114,日语,7.8,8801,日本,126分钟,孤狼之血 孤狼の血,"剧情,犯罪",2018
"Andréa Bescond,嘉莲·维雅,克洛维斯·科尔尼亚克,皮埃尔·德隆尚,格雷戈里·蒙泰尔,Carole Franck,Gringe,阿丽亚娜·阿斯卡里德,Cyrille Mairesse,Léonie Simaga,Eric Métayer,Bénédicte Cerruti,Marie-Christine Orry,Jade Phan-Gia,Benjamin Dur,亚力克西斯·马沙利克,亚尼斯·马歇尔,皮埃尔·福雷,克莱蒙·梅特耶,雅克·弗朗茨","2018-05-14(戛纳电影节),2018-11-14(法国)","Andréa Bescond,Eric Métayer",30188243,法语,8.2,467,法国,103分钟,不能说的游戏 Les chatouilles,剧情,2018
"克莱尔·芙伊,斯瓦利尔·古德纳松,西尔维娅·侯克斯,勒凯斯·斯坦菲尔德,斯戴芬·莫昌特,卡梅隆·布莱顿,薇姬·克里普斯,沃尔克·布鲁赫,米卡埃尔·佩斯布兰特,克拉斯·邦,安德烈·佩伊奇,克里斯托弗·康夫瑞,西诺薇·玛考迪·伦德",2018-11-09(美国),费德·阿尔瓦雷兹,26658194,英语,6.1,3277,英国 / 德国 / 瑞典 / 加拿大 / 美国,117分钟,蜘蛛网中的女孩 The Girl in the Spider's Web,"剧情,惊悚,犯罪",2018
"平手友梨奈,北川景子,威尔逊·绫香 ,高岛政伸,柳乐优弥,野间口彻,小松和重,黑田大辅,板垣瑞生,小栗旬",2018-09-14(日本),月川翔,27604257,日语,6.8,1828,日本,106分钟,响：成为小说家的方法 響 HIBIKI,剧情,2018
"克里斯·海姆斯沃斯,迈克尔·珊农,迈克尔·佩纳,纳维德·内加班,崔凡特·罗兹,吉欧夫·斯图兹,萨德·拉金比尔,奥斯汀·赫伯特,奥斯汀·斯托维尔,本·奥图尔,肯尼斯·米勒,肯尼·谢尔德,杰克·凯西,罗伯·里格尔,威廉·菲德内尔,阿希亚·曼达维,埃尔莎·帕塔奇,玛丽·瓦根曼,劳伦·迈尔斯,阿利森·金,莱斯·纳克里,法希姆·法兹利,纽曼·阿卡,塞斯·艾德金斯,泰勒·谢里丹",2018-01-19(美国),尼科莱·弗格西格,3660130,英语 / 俄语 / 西班牙语 / 乌兹别克语 / 达里语,6.7,13145,美国,130分钟,12勇士 12 Strong,"剧情,历史,战争",2018
"塔伦·埃格顿,杰米·福克斯,本·门德尔森,伊芙·休森,詹米·多南,蒂姆·明钦,保罗·安德森,F·默里·亚伯拉罕,斯考特·格瑞南,拉腊·罗西,布乔恩·本辛森,亚森·阿图,乔什·赫德曼,拉斯洛·阿隆,罗德里克·希尔,赖云,埃文特·斯特朗","2019(中国大陆),2018-11-21(美国)",奥图·巴瑟赫斯特,26348846,英语 / 阿拉伯语,5.1,4158,美国,116分钟,罗宾汉：起源 Robin Hood,"动作,冒险",2018
"洛伦佐·法罗,奇诺·达林,丹尼尔·凡尼戈,梅赛黛斯·莫朗,玛莱娜·维拉,塞西莉亚·罗特,索菲亚·伊内斯·托尔内,皮特·蓝萨尼,马塞洛·坎切米,路易斯·尼科,威廉·普罗赛克","2018-05-12(戛纳电影节),2018-08-09(阿根廷)",路易斯·奥特加,30143523,西班牙语,7.4,4729,阿根廷 / 西班牙,118分钟,死亡天使 El ángel,"剧情,同性,传记,犯罪",2018
"小关裕太,玉城蒂娜,佐藤宽太,山田杏奈,金子大地,松雪崇,高田里穗",2018-06-23(日本),山本透,30208023,日语,5.3,1468,日本,120分钟,绝对恋爱命令 わたしに××しなさい！,爱情,2018
"尼古拉斯·凯奇,安德丽亚·瑞斯波罗格,莱纳斯·罗彻,奈德·丹内利,欧文·弗热瑞,理查德·布雷克,比尔·杜克,兰恩·皮雷,克莱蒙·马霍内,亚历克西斯·朱蒙特","2018-01-19(圣丹斯电影节),2018-09-14(美国)",帕诺斯·科斯马图斯,27066203,英语,5.4,10811,美国 / 比利时 / 英国,121分钟,曼蒂 Mandy,"动作,恐怖,犯罪",2018
"妮可·基德曼,托比·凯贝尔,塔提阿娜·玛斯拉尼,塞巴斯蒂安·斯坦,斯科特·麦克纳里,布莱德利·惠特福德,托比·胡斯,詹姆斯·乔丹,博·纳普,杰德·佩蒂约翰,沙米尔·安德森,娜塔丽·科尔多瓦,余朝汉,简·霍格,米奇·奥黑根,布兰顿·莫拉莱斯,杰伊·赫农,乔治·格里菲斯,布瑞恩·汉福德,寇比·法兰奇,丹尼尔·索斯沃思,莫妮克·盖尔","2018-08-31(特柳赖德电影节),2018-12-25(美国)",卡瑞恩·库萨马,27109553,英语,5.8,1936,美国,123分钟,无间炼狱 Destroyer,"剧情,惊悚,犯罪",2018
"张一山,丁丁,朱泳腾,温海波,白海涛,张翰,杨凯迪,穆丽燕,王艺伦",2018-04-13(中国大陆),许斌,26692647,汉语普通话,3.4,2792,中国大陆,86分钟,毕业作品,"剧情,爱情,冒险",2018
"威廉·菲德内尔,西尔维娅·侯克斯,米洛·吉布森,艾略特·科万,格本加·阿金纳格贝,约瑟夫·米尔森,佩里·菲兹派翠克,本·洛伊德·霍尔姆斯,雅沃尔·巴哈罗夫,安·阿克因,明格斯·约翰斯顿,里纳特·希什马塔林,亚森·阿图",2018-12-07(美国),马修·霍普,27107691,英语,6.3,1354,英国,99分钟,所有邪佞之人 All the Devil's Men,动作,2018
"朱莉娅·罗伯茨,卢卡斯·赫奇斯,考特尼·万斯,凯瑟琳·纽顿,雷切尔·贝·琼斯,戴维·萨迪瓦尔,亚历山德拉·帕克,迈克尔·埃斯佩尔,蒂姆·金尼,迈拉·卢克利希亚·泰勒,克里斯汀格里菲斯,亨利·斯特拉姆,比尔·布尔,亚历山德拉·艾布拉姆斯,费斯·洛根,罗伯特·迈尔斯,肖恩·雷伊","2018-09-08(多伦多电影节),2018-12-07(美国)",彼得·赫奇斯,27179199,英语,7.1,4156,美国,103分钟,本回家了 Ben is Back,剧情,2018
"科林·费尔斯,蕾雅·赛杜,马提亚斯·修奈尔,迈克尔·恩奎斯特,马克斯·冯·叙多夫,奥古斯特·迪赫,史蒂芬·威丁顿,潘妮拉·奥古斯特,马提亚斯·施维赫夫,扎特科·巴瑞克,乔尔·巴斯曼,马格努斯·米兰,伊娃·范·德·古奇特,古斯塔夫·汉马斯顿,约翰·霍林沃思,皮特·布科夫斯基,布贾内·亨里克森,彼得·西蒙尼舍克,拉尔斯·博格曼,蒂伊门·戈瓦尔茨,米格伦·米切夫,海伦娜·赖因科德·纳曼,皮特·泼拉格伯格,阿斯克·邦,马丁·布拉巴赫,克拉多·德·克拉伦,菲迪迦·斯图肯","2018-09-06(多伦多电影节),2018-11-07(法国)",托马斯·温特伯格,26684528,英语,6.8,2932,法国 / 比利时 / 卢森堡,117分钟,库尔斯克 Kursk,"剧情,历史,灾难",2018
"索菲亚·波多拉,Romain Guillermic,Souheila Yacoub,Kiddy Smile,Claude Gajan Maull,Giselle Palmer,Taylor Kastle,Thea Carla Schott,Sharleen Temple,Lea Vlamos","2018-05-13(戛纳电影节),2018-09-19(法国)",加斯帕·诺,30154537,法语 / 英语,6.3,3403,法国,95分钟,高潮 Climax,"剧情,惊悚,歌舞",2018
"花江夏树,三森铃子,细谷佳正,田村睦心,吉田仁美,榎木淳弥,池田纯矢,市道真央,荒川美穗,坂本千夏,重松花鸟,山口真弓,樱井孝宏,山田蘑菇,松本美和,竹内顺子,德光由禾,森下由树子,浪川大辅,青山穰,武内骏辅,松泽千晶,千叶进步,小松郁,岩濑周平,小林直人,井上宝,滨田洋平,平田广明",2018-05-05(日本),元永庆太郎,26746804,日语,5.2,2527,日本,98分钟,数码宝贝大冒险tri. 第6章：我们的未来 デジモンアドベンチャー tri. 第6章 ぼくらの未来,"科幻,动画,冒险",2018
